,Time[s],x1,x2,x3,y
141416,1.69,6.794,0.157,38,5.985
151551,73.49,1.733,-0.157,36,-8.25
167949,38.6,3.215,0.157,35,7.215
163588,36.2,-0.068,0.157,44,7.077
62190,71.47,1.322,-0.157,36,-8.737
37391,33.37,-1.721,0.158,45,7.821
70315,60.47,-9.166,-0.157,45,-6.262
23213,75.19,1.379,-0.157,45,-7.757
65033,87.84,6.156,0.548,35,8.523
15912,102.76,1.311,-0.628,44,-8.582
151061,17.33,11.446,0.156,44,5.695
149797,34.26,-0.148,0.158,36,8.822
183839,100.71,-2.44,-0.628,44,-7.401
112194,34.56,-0.616,0.157,35,8.128
38895,58.88,-11.503,-0.157,38,-6.283
31189,82.31,-6.521,-0.096,31,-6.947
16909,102.31,-1.243,-0.628,31,-11.391
164152,72.06,2.063,-0.157,45,-8.084
130739,71.5,0.821,-0.156,28,-9.257
9865,31.55,-1.596,0.157,35,8.53
86697,44.67,-9.804,-0.156,45,-6.153
88238,65.28,-3.01,-0.157,35,-7.565
89324,110.64,1.151,1.096,44,11.331
150618,20.1,8.482,0.155,45,6.795
33885,91.82,-0.274,0.629,45,8.694
7855,135.14,8.516,1.835,31,15.662
163924,65.31,-2.782,-0.156,34,-7.383
182844,77.67,-2.896,-0.157,27,-9.659
173476,26.33,0.787,0.156,35,8.143
50155,123.47,8.504,1.572,28,16.69
8553,61.4,-8.425,-0.159,35,-6.946
57962,44.04,-10.534,-0.158,30,-7.824
163801,83.89,8.949,0.629,45,6.731
37330,44.87,-10.488,-0.157,36,-6.533
128061,19.24,10.385,0.157,44,7.347
99166,713.17,1.322,-0.015,32,-8.682
169891,95.14,-10.682,-0.627,35,-8.713
29424,109.68,3.922,1.1,45,9.233
89427,78.61,-2.383,-0.157,35,-7.965
18421,93.6,5.985,0.19,28,7.636
81584,35.29,-0.182,0.157,35,7.934
187901,46.77,-12.631,-0.158,45,-6.089
61613,74.23,1.881,-0.158,45,-7.815
55452,45.13,-9.895,-0.158,45,-5.542
178460,25.07,2.371,0.158,37,8.206
74607,67.15,-0.604,-0.157,36,-7.588
187978,28.48,-1.22,0.158,45,8.036
168783,104.37,-5.233,-0.629,45,-8.539
39901,102.93,0.559,-0.628,44,-9.033
83129,92.5,-3.146,-1.571,33,-13.243
54174,25.97,0.878,0.159,44,7.809
48563,28.77,-0.992,0.158,35,8.435
74896,65.06,-2.348,-0.156,45,-6.594
116056,24.29,2.405,0.156,44,7.193
35301,73.71,1.881,-0.156,36,-8.044
108252,43.56,-7.855,-0.156,44,-5.91
80258,78.29,-1.767,-0.157,38,-7.769
167783,68.22,-0.194,-0.157,36,-8.313
58430,566.38,-11.845,-0.016,32,-6.431
12427,71.56,2.36,-0.156,38,-7.727
17001,43.73,-7.889,-0.157,45,-5.651
92548,59.16,-9.77,-0.156,46,-4.94
59495,89.43,-12.358,-0.775,36,-9.309
145275,65.67,-3.967,-0.157,28,-9.079
144590,43.23,-8.47,-0.158,45,-7.017
56354,1.98,8.71,0.158,27,7.411
83762,134.06,8.801,2.04,44,11.76
157903,123.82,7.855,1.57,28,17.984
99204,38.19,2.109,0.157,44,6.689
45046,102.07,-1.699,0.046,32,8.454
73027,27.61,-0.775,0.156,46,7.83
16750,157.96,-3.306,-1.773,44,-10.763
121273,29.63,-1.642,0.158,35,8.202
173625,101.18,-8.846,-2.986,31,-17.869
56403,91.69,-7.581,-1.571,35,-11.61
120007,43.75,-9.348,-0.156,32,-7.106
168916,67.36,0.217,-0.153,35,-7.037
199838,71.96,2.998,-0.156,45,-7.149
166905,139.54,-0.125,-2.044,45,-10.004
71672,148.7,-7.923,-2.512,31,-17.623
7197,60.09,-9.473,-0.157,45,-5.988
7178,36.69,1.072,0.158,35,7.653
80309,110.95,0.182,1.097,44,9.669
66507,5.57,12.483,0.159,45,5.998
194878,24.67,2.633,0.158,38,7.923
48232,63.19,-5.096,-0.157,44,-6.479
17450,22.92,3.91,0.156,44,6.665
198330,60.95,-8.14,-0.157,45,-5.972
92715,68.86,-0.251,-0.156,28,-8.954
187591,87.66,7.148,1.005,38,10.758
127288,30.85,0.239,0.158,27,10.366
3716,123.49,6.977,1.571,30,15.227
35866,63.59,-6.076,-0.158,30,-8.073
97872,129.39,-0.331,-1.571,46,-9.993
189769,101.59,0.661,-0.628,45,-8.212
82432,83.53,8.14,0.237,46,6.817
143126,70.79,2.394,-0.157,45,-7.459
152357,95.38,-11.161,-0.63,44,-8.11
73819,113.71,-11.708,-0.904,44,-8.249
6911,60.72,-9.553,-0.156,38,-7.032
36032,4.23,10.682,0.157,35,6.004
95968,59.9,-8.949,-0.157,44,-5.178
170544,124.39,5.153,1.57,44,12.243
97631,110.15,0.707,1.098,45,9.582
72486,4.7,11.446,0.156,35,6.125
36036,17.68,11.218,0.157,45,5.933
159290,60.81,-8.436,-0.158,45,-6.051
48210,91.4,-1.288,0.628,44,8.629
56242,99.82,-7.934,-0.627,45,-7.446
76903,63.08,-7.604,-0.157,28,-8.814
71733,34.34,-0.308,0.154,28,8.634
77371,74.09,0.023,-0.157,27,-9.737
67741,72.8,2.417,-0.158,45,-7.691
137078,92.9,6.293,0.628,31,10.303
14708,30.8,-2.052,0.156,36,8.085
21843,95.39,-10.328,-0.63,45,-7.216
181627,74.31,1.824,-0.156,38,-7.846
90342,32.54,-2.291,0.156,44,7.633
131275,58.87,-11.047,-0.157,45,-5.814
115093,67.33,0.673,-0.156,43,-6.53
72999,99.9,-7.353,-0.627,45,-7.374
171390,16.98,12.38,0.158,45,6.15
190948,39.8,4.799,0.158,35,6.977
52143,40.43,4.412,0.158,43,5.595
106563,59.29,-11.411,-0.157,37,-6.765
3063,28.9,-0.752,0.156,34,8.774
71922,70.43,2.291,-0.157,45,-7.416
187556,67.63,0.319,-0.157,45,-7.196
45877,19.61,8.995,0.157,44,6.526
23085,156.99,-12.563,-2.983,45,-12.145
128900,74.78,2.052,-0.157,45,-7.344
196066,33.19,-2.246,0.156,35,7.408
70035,59.62,-11.195,-0.158,34,-7.009
134938,139.99,-5.244,-2.026,44,-13.189
74747,140.37,-4.127,-1.156,45,-8.406
115586,2.53,7.638,0.156,45,5.508
142779,25.27,3.226,0.158,28,9.311
170057,24.81,2.633,0.157,44,8.126
186311,146.48,0.923,-0.079,32,-8.671
55582,111.61,8.447,1.099,29,12.941
114891,156.58,-3.796,-0.077,32,-8.172
188743,83.52,9.701,0.218,34,8.46
99651,24.25,3.545,0.158,38,8.248
76858,78.56,-1.949,-0.155,34,-7.618
168740,67,-1.083,-0.158,36,-7.881
195648,81.9,-5.575,-0.157,45,-6.252
70712,27.1,-0.536,0.156,45,7.612
20304,42.96,-7.228,-0.156,43,-6.213
66534,3.77,10.602,0.159,38,6.558
11968,32.21,-2.371,0.157,44,7.646
81666,40.5,5.894,0.156,44,6.976
160969,84.6,12.654,0.628,44,6.474
170608,26.47,0.73,0.158,36,8.232
15847,126.67,-12.472,-0.996,44,-8.621
95969,37.76,1.436,0.158,44,6.615
42071,24.97,2.531,0.158,38,8.222
175624,71.5,0.98,-0.157,30,-9.094
179310,32.81,-0.467,0.158,31,9.341
66765,98.02,4.902,0.21,36,6.763
110712,76.12,-0.16,-0.157,31,-8.55
130689,46.36,-12.073,-0.156,36,-6.067
31255,2.09,6.988,0.157,44,5.541
82666,32.02,-1.619,0.158,36,8.43
196175,67.8,0.524,-0.158,43,-7.175
141527,30.71,-2.713,0.156,44,7.427
149766,139.38,-2.987,-2.045,45,-11.629
64579,44.98,-10.602,-0.158,45,-6.479
125510,87.3,6.316,1.573,36,12.636
165813,27.13,-0.479,0.156,44,7.7
119434,142.01,8.561,0.233,44,7.256
156276,90.37,1.22,0.628,35,10.466
32156,92.96,-8.048,-1.571,31,-14.921
1775,29.57,-1.539,0.158,44,8.276
161838,104.19,-3.762,-0.63,45,-8.118
165032,22.36,5.54,0.157,45,7.417
144006,116.66,-6.019,-1.101,45,-8.728
108159,134.93,4.731,2.041,45,13.714
84853,100.53,-3.956,-0.628,45,-7.915
122100,14.07,12.483,0.047,32,6.682
162193,101.36,-6.737,-2.816,33,-17.803
7813,33.67,-1.904,0.157,43,7.479
79395,117.59,-4.731,-1.102,29,-14.499
70548,76.27,-1.835,-0.157,28,-10.087
87308,128.79,-11.343,-1.571,28,-14.75
94227,19.62,11.024,0.158,34,8.556
151076,124.29,3.112,1.572,44,11.238
144167,42.61,-7.467,-0.158,37,-6.967
97647,21.17,7.159,0.158,45,7.14
116125,32.71,-1.368,0.156,30,8.501
10484,60.76,-7.638,-0.156,43,-5.178
184358,82,-6.088,-0.157,43,-6.591
94864,12.98,10.226,0.031,32,6.538
18329,27.14,0.445,0.156,27,8.629
181410,35.89,-0.262,0.158,38,7.231
172584,67.3,-0.787,-0.158,37,-7.939
156854,112.44,-0.798,0.046,32,7.968
100145,24.9,3.511,0.156,30,9.13
59939,157.57,-1.961,-2.8,43,-13.06
96492,124.85,3.705,0.902,45,6.976
166676,24.64,2.314,0.157,44,7.566
43940,317.95,-3.659,-0.032,32,-8.472
116277,25.73,1.55,0.155,34,8.22
143208,134.96,4.48,2.037,44,13.186
17639,60.91,-9.952,-0.157,30,-7.723
195113,124.87,5.415,0.851,44,8.521
72438,67.09,0.331,-0.156,44,-6.597
167140,109.26,10.83,1.097,38,11.78
169948,155.45,-9.473,-0.147,30,-8.563
117006,155.47,-8.527,-0.204,45,-7.34
106320,90.81,1.733,0.628,30,11.769
197328,34.47,-0.194,0.159,36,8.618
168840,120.79,9.017,0.506,44,6.775
79285,101.5,0.433,-0.628,45,-8.166
192336,31.7,-2.2,0.156,37,7.934
151124,45.54,-11.434,-0.156,35,-6.516
179833,27.83,-0.445,0.157,36,8.34
125192,101.42,-1.938,-0.628,35,-10.269
152036,35.82,0.285,0.158,36,7.843
168886,140.56,-6.897,-0.662,35,-9.531
24402,66.85,-0.502,-0.157,44,-7.125
133493,101.12,-1.516,-0.628,45,-8.573
127105,72.88,1.117,-0.158,36,-8.991
177632,26.72,-0.707,0.156,43,7.073
40524,135.69,4.663,0.428,45,6.832
75718,94.96,-9.701,-0.461,45,-7.642
50959,35.54,-0.958,0.155,36,6.921
126630,35.61,-0.65,0.158,44,7.131
158083,99.26,-8.949,-0.159,36,-7.987
188006,28.94,-2.132,0.156,45,7.411
108259,88.75,6.988,0.628,44,8.214
151385,4.25,11.48,0.157,36,6.764
177924,26.84,0.376,0.157,45,8.258
25276,140.2,-3.716,-1.588,44,-9.948
155388,81.9,-6.179,-0.157,37,-6.855
25080,69.06,1.22,-0.157,37,-7.636
38408,1.83,7.262,0.157,45,6.215
43047,65.19,-3.511,-0.158,36,-7.929
198017,60.33,-8.117,-0.157,46,-5
148579,75.21,1.288,-0.158,45,-7.822
179273,4.47,11.012,0.158,45,5.978
180203,34.7,-1.06,0.156,37,7.592
27944,23.16,4.571,0.158,45,7.668
22520,63.68,-5.347,-0.157,37,-7.498
122712,79.12,-2.212,-0.156,45,-7.116
87838,27.7,0.342,0.157,35,9.018
25077,142.12,10.784,0.538,38,8.447
195741,148.88,-3.659,-2.513,45,-13.744
161627,70.99,2.223,-0.158,45,-7.697
145829,92.78,6.35,0.63,30,11.087
117176,60.7,-8.767,-0.156,35,-6.225
150511,89.64,1.835,0.629,45,8.247
113369,61.49,-7.969,-0.157,38,-6.659
193151,86.79,3.899,1.572,36,14.009
78449,89.82,1.938,0.628,43,9.178
59920,118.88,1.14,0.046,32,7.956
28234,69.26,1.448,-0.157,45,-7.548
12803,2.55,8.846,0.156,35,6.685
66111,58.33,-11.48,-0.158,45,-5.509
140850,24.31,2.166,0.157,43,6.971
158973,30.71,-1.562,0.156,30,8.579
93826,99.12,-11.799,-0.628,45,-7.039
25497,45.36,-10.556,-0.156,38,-5.904
50315,2.02,9.12,0.158,27,7.758
142600,68.99,-0.057,-0.158,35,-8.841
98439,21.98,7.376,0.158,28,8.657
7524,5.74,12.643,0.156,36,5.984
137948,86.38,5.917,1.57,35,14.493
62315,61.7,-8.162,-0.157,36,-7.17
39972,59.1,-10.112,-0.157,44,-5.19
69464,38.12,1.767,0.156,37,6.463
86445,75.79,-0.365,-0.158,34,-9.039
4770,89.97,1.231,0.628,44,9.131
184958,123.1,7.079,1.571,44,10.433
109933,61.1,-7.866,-0.157,44,-5.922
86819,77.47,-0.388,-0.157,44,-7.398
54554,74.89,0.285,-0.158,33,-9.046
36271,17.2,12.244,0.156,44,6.321
77478,40.49,4.663,0.156,44,5.766
16547,39.72,4.047,0.156,45,6.351
172801,691.74,1.072,-0.015,32,-8.952
190357,43.97,-9.815,-0.156,32,-7.227
89084,87.43,5.974,1.513,38,10.945
72967,27.51,-0.57,0.156,35,7.959
79736,27.91,-0.445,0.157,45,8.4
111786,132.44,12.403,1.146,45,7.938
25712,25.94,1.345,0.155,31,8.274
34144,87.21,6.224,1.57,36,13.626
112311,29.87,-0.98,0.158,36,8.947
168081,26.64,0.718,0.158,43,8.392
39678,75.02,0.935,-0.158,44,-8.31
192459,72.51,2.166,-0.156,38,-7.989
85594,81.65,-5.768,-0.157,44,-6.837
32663,35.01,-0.638,0.157,36,7.731
155305,116.44,-7,-1.099,45,-7.282
12308,100.58,-3.511,-0.628,45,-7.765
12407,97.2,3.534,2.306,38,13.86
1961,59.69,-10.169,-0.157,45,-6.095
46337,110.79,1.699,1.102,45,11.636
90477,79.44,-3.785,-0.158,36,-8.223
181718,24.19,3.238,0.156,35,7.885
18433,3.45,9.747,0.158,44,6.178
183683,44.31,-9.496,-0.156,44,-6.377
128869,118.99,-6.076,-1.097,44,-9.27
97759,76.27,-0.046,-0.157,35,-8.311
182106,104.15,-4.275,-0.629,38,-8.825
127254,104.28,-5.096,-0.629,45,-8.931
59198,26.19,-0.433,0.156,43,6.772
145395,85.99,8.949,1.572,36,12.828
98530,29.58,-2.611,0.158,45,7.214
142686,27.79,-0.946,0.156,37,7.814
98875,72.31,2.063,-0.156,36,-8.104
156704,20.73,8.037,0.156,35,7.33
111850,79.51,-3.203,-0.156,34,-7.557
40808,64.39,-4.001,-0.158,36,-7.223
66374,62.93,-4.492,-0.157,44,-5.466
122444,1.19,7.045,0.091,44,6.542
176406,656.28,-0.068,-0.015,32,-7.696
145884,157.7,-1.322,-2.476,44,-12.253
19111,93.69,-6.304,-0.168,36,-8.102
120692,129.48,-1.664,-1.572,45,-11.66
160016,140.73,-6.92,-0.209,31,-8.79
134268,57.6,-12.472,-0.158,45,-5.6
190355,91.87,0.08,0.628,44,8.939
122148,130.41,-10.078,-1.25,28,-14.407
102640,128.55,-10.693,-1.571,43,-10.118
52264,153.94,6.031,0.924,35,9.417
78393,93.17,5.404,0.629,45,7.809
111948,27.62,-0.445,0.158,35,8.159
51453,58.79,-12.301,-0.158,30,-6.963
168564,103.28,-0.673,-0.631,44,-9.27
127113,28.36,-0.16,0.157,30,9.014
150951,70.97,1.106,0.078,32,8.409
188938,128.52,-9.952,-1.571,45,-8.97
72390,1.57,7.991,0.157,32,7.353
5895,774.12,-4.036,-0.016,32,-8.364
36112,62.14,-6.304,-0.156,43,-6.034
93361,43.85,-8.55,-0.157,45,-6.142
192998,110.5,1.733,1.101,43,11.796
66538,118.86,-10.112,-1.1,28,-14.435
104997,64.5,-4.298,-0.156,30,-7.73
164812,45.56,-11.354,-0.155,45,-6.42
133911,70.23,1.516,-0.158,37,-8.088
191146,67.62,-0.16,-0.157,36,-7.677
142456,36.36,0.467,0.157,36,7.426
35109,70.34,2.759,-0.156,45,-6.922
60859,68.28,0.559,-0.157,45,-7.613
178596,26.3,0.524,0.156,44,7.86
50082,92.42,4.469,0.628,30,11.115
143863,70.85,2.166,-0.157,44,-7.723
61598,100.81,-2.531,-0.627,45,-8.074
55516,24.8,2.155,0.156,37,7.643
90699,18.52,10.363,0.157,44,6.262
43720,22.72,4.15,0.156,44,6.603
170464,26.55,0.775,0.157,45,8.362
105340,116.84,-2.964,-1.101,44,-7.506
82427,104.21,-3.694,-0.629,43,-7.935
80640,140.4,-6.977,-1.076,35,-10.977
57328,146.55,-8.824,-0.176,44,-7.775
161473,79,-3.534,-0.159,36,-8.585
54142,385.09,-2.622,-0.031,32,-7.821
12801,17.18,12.084,0.157,45,6.125
171557,34.72,-2.177,0.156,43,6.454
42917,59.1,-10.613,-0.157,44,-5.692
177595,45.65,-12.027,-0.157,36,-6.957
185164,34.91,0.205,0.157,35,8.666
169383,84.06,10.146,0.629,44,6.968
123188,562.21,-12.665,-0.015,32,-6.712
50180,83.5,8.322,0.158,38,7.374
89144,26.49,-0.16,0.156,45,7.374
113665,95.36,-10.442,-0.628,44,-7.492
72869,30.11,-1.163,0.157,35,8.847
48449,134.13,9.359,2.041,43,13.592
165472,83.66,11.947,0.554,33,9.571
157078,125.11,4.195,0.22,45,6.073
162285,123.81,3.317,1.572,36,13.401
176363,35.26,0.581,0.159,38,8.704
195021,80.19,-4.024,-0.158,45,-7.343
186115,90.02,1.06,0.629,44,9.147
74972,62.5,-6.612,-0.158,44,-6.888
173190,40.61,5.814,0.157,38,6.709
34042,43.84,-9.679,-0.158,35,-7.275
70497,22.4,5.803,0.156,35,7.762
179702,3.54,8.983,0.156,43,5.301
55367,61.64,-7.741,-0.157,37,-6.67
134184,22.25,6.373,0.157,34,8.086
91214,73.05,1.471,-0.157,33,-8.62
80994,73.36,2.052,-0.156,37,-7.977
101477,61.71,-7.228,-0.157,45,-6.253
130683,36.89,0.57,0.156,45,6.91
84266,58.99,-12.038,-0.158,45,-6.965
14879,33.68,-0.787,0.158,36,8.588
121695,62.16,-7.741,-0.156,31,-7.495
133468,76.56,1.06,-0.156,43,-6.936
6507,60.08,-10.841,-0.157,34,-7.341
176923,19.85,9.109,0.158,45,6.999
184655,33.87,-1.151,0.158,38,8.101
59916,40.78,5.54,0.158,45,6.162
67468,83.98,10.249,0.629,43,7.54
76792,111.52,7.798,1.101,28,13.143
66250,45.63,-10.944,-0.157,45,-5.896
31337,34.73,-1.231,0.155,35,7.405
160683,139.37,-5.324,-2.042,45,-13.91
142569,128.64,-9.508,-1.571,43,-10.367
101205,89.06,5.084,0.628,44,8.238
95166,142.12,9.667,0.522,43,7.383
4922,69.81,1.231,-0.157,37,-8.143
161194,28.45,-0.57,0.158,44,8.658
25711,66.07,-1.71,-0.157,36,-7.343
194092,23.81,4.207,0.157,35,8.287
122113,151.29,9.371,0.652,44,6.715
178928,104.48,-8.322,-0.63,30,-10.931
172054,32.42,-1.311,0.159,37,8.631
82789,117.71,-2.246,-1.098,45,-12.301
178827,687.69,0.695,-0.017,32,-9.191
7109,62.51,-6.361,-0.156,37,-6.68
155188,38.57,2.451,0.158,44,6.478
120211,81.21,-4.754,-0.158,44,-6.511
1814,124.82,5.039,0.953,45,8.488
22519,31.08,-1.072,0.158,35,9.072
22452,97.58,8.311,1.347,31,13.507
95738,30.28,-1.562,0.158,44,8.482
188095,88.92,5.837,0.628,45,8.166
117795,87.35,6.053,1.567,37,11.794
58063,103.79,-2.189,-0.63,45,-8.686
152342,1.54,6.076,0.156,44,5.493
131196,27.83,0.98,0.157,27,9.762
148061,32.26,-1.619,0.158,45,8.378
121632,19.7,8.926,0.155,44,6.615
194839,42.83,-7.627,-0.158,44,-6.816
85060,65.57,-2.257,-0.158,45,-7.204
193673,44.29,-9.097,-0.158,43,-6.007
162258,104.65,-6.27,-0.629,44,-7.81
172139,59.94,-8.71,-0.156,44,-5.012
97520,30.91,-1.14,0.157,32,9.007
94901,77.64,-2.314,-0.157,29,-9.116
117211,74.57,1.607,-0.156,45,-7.926
140621,23.47,5.415,0.157,30,9.002
164302,68.88,0.262,-0.157,38,-8.441
175690,59.06,-11.833,-0.156,33,-6.858
92790,76.48,-0.502,-0.158,38,-8.552
139964,35.56,-0.171,0.158,44,7.654
59237,130.62,-5.016,-0.709,44,-7.76
103489,70.48,0.502,-0.158,29,-9.223
29798,1.86,7.934,0.158,44,6.838
1457,16.51,12.722,0.156,43,5.941
26206,129.29,-0.445,-1.57,45,-9.523
94620,102.21,1.345,-0.628,45,-8.742
112783,109.25,7.741,1.1,45,8.531
89502,88.21,10.089,0.627,45,7.896
53684,106.17,7.741,0.146,44,6.853
97764,3.49,8.915,0.157,46,5.315
86213,58.02,-12.54,-0.158,45,-6.183
55270,120.96,11.708,0.95,44,8.052
161759,129.62,-3.032,-1.572,43,-13.153
66698,129.94,-2.394,-1.573,45,-10.959
172278,81.31,-7.25,-0.157,28,-8.842
174478,47.27,-12.563,-0.157,43,-5.45
125282,304.92,-6.236,-0.031,32,-7.107
176700,38.59,2.565,0.157,45,6.568
185441,45.35,-10.545,-0.157,45,-5.901
186165,132.06,10.146,0.193,31,9.026
100003,83.99,9.861,0.629,45,7.109
115141,210.1,6.601,0.016,32,8.021
110114,103.92,-2.052,-0.628,45,-7.916
141263,24.48,2.622,0.157,37,7.668
169422,35.86,0.844,0.158,35,8.356
61178,30.55,-1.676,0.157,44,8.422
78105,149.65,-5.654,-0.767,44,-8.561
23692,155.75,-12.346,-0.925,45,-8.778
66120,3.25,9.587,0.158,44,6.323
169377,111.04,2.12,1.097,45,11.203
186211,130.7,-6.749,-0.497,36,-9.019
59610,92.83,3.283,0.629,45,7.728
146144,153.04,6.008,2.986,45,15.194
81440,102.18,0.467,-0.629,44,-9.579
41792,30.83,-2.576,0.157,45,7.554
24105,74.82,1.288,-0.158,38,-8.082
172125,25.68,2.497,0.158,34,9.089
79323,89.89,4.606,0.628,28,12.186
193040,61.13,-7.9,-0.158,36,-6.001
113992,100.07,-6.692,-0.628,44,-7.806
46555,2.14,6.977,0.156,44,5.461
142528,74.99,1.151,-0.159,44,-8.103
192394,64.27,-3.523,-0.157,44,-6.588
24206,31.8,-2.622,0.157,44,7.483
121255,20.49,8.664,0.158,32,7.567
192314,157.23,-6.965,-2.986,45,-13.102
82629,139.59,-7.319,-2.044,28,-17.383
17087,22.29,5.119,0.157,42,6.895
75454,139.6,0.422,-2.044,45,-9.668
135484,70.08,0.661,-0.158,34,-8.859
114079,102.13,-1.949,-0.628,30,-11.957
11609,65.27,-3.317,-0.157,33,-7.844
182453,681.88,1.311,-0.016,32,-8.324
72743,70.55,2.291,-0.157,45,-7.471
35154,75.04,1.368,-0.157,36,-7.869
121137,77.13,-0.125,-0.159,44,-7.504
71022,102.69,0.946,-0.629,45,-9.025
177421,73.72,2.086,-0.157,44,-7.822
94234,46.37,-12.665,-0.157,38,-6.625
94230,3.01,8.983,0.157,45,6.105
173374,61.19,-8.345,-0.158,45,-6.534
138057,6.22,12.426,0.157,45,5.194
126459,79.23,-2.405,-0.157,45,-7.139
168297,40.37,5.187,0.159,44,6.441
43014,44.99,-11.161,-0.158,44,-7.027
42809,98.08,6.053,0.099,34,7.62
22979,43.88,-9.929,-0.156,35,-7.474
36579,113.58,-10.112,-0.585,45,-7.644
79514,44.85,-10.898,-0.157,36,-6.97
126881,66.62,-1.094,-0.157,46,-7.441
49475,116.58,-9.017,-1.099,45,-10.785
124664,135.52,5.632,0.874,45,8.883
147427,88.94,5.597,0.628,45,8.011
127392,39.89,4.708,0.157,35,6.754
148215,124.79,9.872,1.021,29,13.532
111090,59.4,-10.659,-0.159,45,-6.14
181364,130.42,-4.001,-1.23,44,-8.282
167092,21.94,5.483,0.155,38,6.717
37112,60.71,-8.276,-0.156,45,-5.745
172518,91.88,1.607,0.629,35,10.401
121378,37.66,3.819,0.158,30,9.137
82542,37.63,1.493,0.159,45,6.847
97189,80.62,-4.298,-0.157,43,-6.982
178205,72.76,0.023,-0.157,29,-10.1
143363,71.58,2.93,-0.158,45,-7.144
149442,139.53,-2.018,-2.044,45,-11.863
49753,92.68,2.873,0.63,45,8.147
122185,33.4,-2.041,0.157,45,7.497
181789,64.99,-3.887,-0.158,36,-8.001
9485,68.18,0.524,-0.158,45,-7.543
194441,86.08,9.599,1.57,34,14.914
8892,73.19,1.676,-0.158,38,-8.368
196779,77.21,-1.79,-0.158,31,-9.088
24683,86.77,3.58,1.572,37,13.699
161814,65.84,-1.881,-0.157,37,-7.22
189795,2.07,7.513,0.158,45,6.076
186217,33.14,-2.782,0.155,45,6.909
160891,99.51,-9.804,-0.628,44,-7.397
79480,137.41,-0.969,0.03,32,8.265
37923,18.55,11.001,0.156,45,6.934
98309,61.93,-6.338,-0.157,46,-5.709
160949,45.88,-11.799,-0.157,38,-6.414
126118,44.81,-10.796,-0.158,37,-6.923
106353,82.17,-8.664,-0.158,28,-8.898
162121,64.62,-3.842,-0.158,36,-7.415
75845,33.91,-0.98,0.157,30,8.253
169788,73.2,2.166,-0.157,38,-7.89
75440,135.28,9.986,1.455,29,15.643
194385,109.18,12.529,1.101,35,12.547
4105,77.55,-0.673,-0.156,35,-7.597
85667,43.43,-10.42,-0.157,28,-8.663
188142,40.04,5.233,0.158,45,7.028
27316,1.96,7.376,0.157,43,6.118
197028,4.45,11.332,0.158,45,6.335
153815,101.65,-6.601,-2.085,35,-15.872
168060,119.23,-4.628,-0.698,45,-7.104
71248,117.28,-1.037,-1.097,45,-9.293
101886,74.32,1.607,-0.156,45,-8.057
147225,145.06,7.387,0.813,31,10.426
102322,33.93,-2.132,0.156,38,7.096
90346,91.66,-0.878,0.627,45,8.552
66821,90.21,0.125,0.628,44,8.884
89764,81,-4.777,-0.158,45,-6.852
116507,38.17,2.257,0.158,46,6.865
55162,74.04,2.394,-0.157,45,-7.388
39594,33.57,-1.573,0.158,45,7.86
129552,29.65,-0.638,0.159,35,9.205
4257,123.86,2.075,1.57,38,12.232
85168,118.89,-5.084,-1.101,44,-9.274
141202,18.31,10.876,0.157,36,6.468
122425,42.88,-7.969,-0.157,35,-7.069
127501,69.51,1.277,-0.156,37,-7.909
164547,37.13,1.402,0.156,30,7.434
123022,67.87,0.057,-0.157,44,-7.715
21047,246.45,0.41,-0.047,32,-8.432
27843,144.48,3.044,2.342,45,12.762
197926,45.68,-10.967,-0.157,44,-5.861
147658,24.22,3.089,0.157,44,7.757
51549,18.54,10.682,0.155,35,6.607
4620,24.69,1.801,0.156,44,7.144
165265,60.62,-8.858,-0.157,43,-6.191
49148,77.18,0.057,-0.158,44,-7.27
156083,67.06,-0.353,-0.157,43,-7.228
19176,73.06,2.212,-0.157,44,-7.873
102596,32.47,-1.71,0.159,45,8.22
128565,135.41,10.374,1.155,28,14.671
126876,209.07,7,0.016,32,8.261
10611,3.78,10.1,0.158,36,6.047
55176,28.29,-0.49,0.158,35,8.63
87289,42.6,-8.892,-0.158,27,-8.399
8936,74.73,2.223,-0.158,45,-7.205
118105,109.92,3.044,1.098,44,10.448
162984,132.04,0.832,0.033,32,9.199
26301,134.76,6.817,2.04,31,16.845
93909,294.17,-1.094,0.016,32,8.996
150453,145.08,1.505,-0.078,32,-8.401
105834,79.63,-2.759,-0.158,45,-6.925
162890,92.95,7.41,0.627,28,11.157
48892,39.09,2.713,0.157,44,5.989
21470,4.75,11.662,0.157,45,6.256
29710,28.64,-0.296,0.158,37,9.055
117606,139.22,-6.202,-2.044,45,-12.737
183086,76.42,0.205,-0.157,38,-7.906
51709,117.51,-1.163,-1.098,46,-10.64
144237,250.71,0.695,0.015,32,7.826
183107,109.17,9.109,1.098,46,9.019
188115,28.51,-1.026,0.158,45,8.239
173782,73.79,0.969,-0.158,34,-8.906
129227,68.29,3.055,-0.155,44,-5.184
53943,77.94,-0.946,-0.157,36,-7.404
927,97.4,4.298,1.796,37,11.859
150521,24.74,1.391,0.156,44,6.795
156097,745.24,-1.129,-0.016,32,-9.041
21577,223.33,4.674,0.016,32,8.14
174696,93.19,-8.265,-1.419,35,-12.942
11130,83.57,9.439,0.317,34,7.806
147098,108.82,12.278,1.1,44,8.346
181134,76.73,-1.06,-0.156,28,-8.871
19377,282.98,-1.151,0.015,32,8.595
138706,75.43,0.502,-0.158,36,-8.463
